sequence_file,lineage,confidence,classification_notes,cell,reads,correct
intermediates/subsamples/plate0-F8.250000.0.bam,T12,1.0,Usher placements: T12(29/29),plate0-F8,250000,1
intermediates/subsamples/plate0-F8.500000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-F8,500000,1
intermediates/subsamples/plate0-F8.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F8,1000000,1
intermediates/subsamples/plate0-F8.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F8,2500000,1
intermediates/subsamples/plate0-F8.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F8,5000000,1
intermediates/subsamples/plate0-F9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-F9,100000,0
intermediates/subsamples/plate0-F9.250000.0.bam,T12,1.0,Usher placements: T12(40/40),plate0-F9,250000,1
intermediates/subsamples/plate0-F9.500000.0.bam,T12,1.0,Usher placements: T12(25/25),plate0-F9,500000,1
intermediates/subsamples/plate0-F9.1000000.0.bam,T12,1.0,Usher placements: T12(12/12),plate0-F9,1000000,1
intermediates/subsamples/plate0-F9.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-F9,2500000,1
intermediates/subsamples/plate0-F9.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-F9,5000000,1
intermediates/subsamples/plate0-G10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G10,100000,0
intermediates/subsamples/plate0-G10.250000.0.bam,T12,1.0,Usher placements: T12(40/40),plate0-G10,250000,1
intermediates/subsamples/plate0-G10.500000.0.bam,T12,1.0,Usher placements: T12(25/25),plate0-G10,500000,1
intermediates/subsamples/plate0-G10.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G10,1000000,1
intermediates/subsamples/plate0-G10.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G10,2500000,1
intermediates/subsamples/plate0-G10.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G10,5000000,1
intermediates/subsamples/plate0-G11.100000.0.bam,T12,1.0,Usher placements: T12(43/43),plate0-G11,100000,1
intermediates/subsamples/plate0-G11.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-G11,250000,1
intermediates/subsamples/plate0-G11.500000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-G11,500000,1
intermediates/subsamples/plate0-G11.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G11,1000000,1
intermediates/subsamples/plate0-G11.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G11,2500000,1
intermediates/subsamples/plate0-G11.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G11,5000000,1
intermediates/subsamples/plate0-G12.100000.0.bam,T12,1.0,Usher placements: T12(39/39),plate0-G12,100000,1
intermediates/subsamples/plate0-G12.250000.0.bam,T12,1.0,Usher placements: T12(13/13),plate0-G12,250000,1
intermediates/subsamples/plate0-G12.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G12,500000,1
intermediates/subsamples/plate0-G12.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G12,1000000,1
intermediates/subsamples/plate0-G12.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G12,2500000,1
intermediates/subsamples/plate0-G12.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-G12,5000000,1
intermediates/subsamples/plate0-G1.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G1,100000,0
intermediates/subsamples/plate0-G1.250000.0.bam,T12,1.0,Usher placements: T12(38/38),plate0-G1,250000,1
intermediates/subsamples/plate0-G1.500000.0.bam,T12,1.0,Usher placements: T12(13/13),plate0-G1,500000,1
intermediates/subsamples/plate0-G1.1000000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-G1,1000000,1
intermediates/subsamples/plate0-G1.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G1,2500000,1
intermediates/subsamples/plate0-G1.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G1,5000000,1
intermediates/subsamples/plate0-G2.100000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-G2,100000,1
intermediates/subsamples/plate0-G2.250000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-G2,250000,1
intermediates/subsamples/plate0-G2.500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-G2,500000,1
intermediates/subsamples/plate0-G2.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G2,1000000,1
intermediates/subsamples/plate0-G2.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G2,2500000,1
intermediates/subsamples/plate0-G2.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-G2,5000000,1
intermediates/subsamples/plate0-G3.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G3,100000,0
intermediates/subsamples/plate0-G3.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G3,250000,0
intermediates/subsamples/plate0-G3.500000.0.bam,T12,1.0,Usher placements: T12(41/41),plate0-G3,500000,1
intermediates/subsamples/plate0-G3.1000000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-G3,1000000,1
intermediates/subsamples/plate0-G3.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G3,2500000,1
intermediates/subsamples/plate0-G3.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G3,5000000,1
intermediates/subsamples/plate0-G4.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G4,100000,0
intermediates/subsamples/plate0-G4.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G4,250000,0
intermediates/subsamples/plate0-G4.500000.0.bam,T12,1.0,Usher placements: T12(38/38),plate0-G4,500000,1
intermediates/subsamples/plate0-G4.1000000.0.bam,T12,1.0,Usher placements: T12(25/25),plate0-G4,1000000,1
intermediates/subsamples/plate0-G4.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G4,2500000,1
intermediates/subsamples/plate0-G4.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G4,5000000,1
intermediates/subsamples/plate0-G5.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G5,100000,0
intermediates/subsamples/plate0-G5.250000.0.bam,UNDEFINED,0.5855421195842971,Usher placements: T12(58/75) UNDEFINED(17/75),plate0-G5,250000,0
intermediates/subsamples/plate0-G5.500000.0.bam,T12,1.0,Usher placements: T12(44/44),plate0-G5,500000,1
intermediates/subsamples/plate0-G5.1000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-G5,1000000,1
intermediates/subsamples/plate0-G5.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G5,2500000,1
intermediates/subsamples/plate0-G5.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G5,5000000,1
intermediates/subsamples/plate0-G6.100000.0.bam,UNDEFINED,0.658643269546582,Usher placements: T12(58/68) UNDEFINED(10/68),plate0-G6,100000,0
intermediates/subsamples/plate0-G6.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-G6,250000,1
intermediates/subsamples/plate0-G6.500000.0.bam,T12,1.0,Usher placements: T12(12/12),plate0-G6,500000,1
intermediates/subsamples/plate0-G6.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G6,1000000,1
intermediates/subsamples/plate0-G6.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G6,2500000,1
intermediates/subsamples/plate0-G6.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G6,5000000,1
intermediates/subsamples/plate0-G7.100000.0.bam,T12,1.0,Usher placements: T12(39/39),plate0-G7,100000,1
intermediates/subsamples/plate0-G7.250000.0.bam,T12,1.0,Usher placements: T12(24/24),plate0-G7,250000,1
intermediates/subsamples/plate0-G7.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G7,500000,1
intermediates/subsamples/plate0-G7.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G7,1000000,1
intermediates/subsamples/plate0-G7.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G7,2500000,1
intermediates/subsamples/plate0-G7.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G7,5000000,1
intermediates/subsamples/plate0-G8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G8,100000,0
intermediates/subsamples/plate0-G8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-G8,250000,0
intermediates/subsamples/plate0-G8.500000.0.bam,UNDEFINED,0.515320751644509,Usher placements: T12(56/90) UNDEFINED(34/90),plate0-G8,500000,0
intermediates/subsamples/plate0-G8.1000000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-G8,1000000,1
intermediates/subsamples/plate0-G8.2500000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-G8,2500000,1
intermediates/subsamples/plate0-G8.5000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G8,5000000,1
intermediates/subsamples/plate0-G9.100000.0.bam,UNDEFINED,0.7105875024329669,Usher placements: T12(58/65) UNDEFINED(7/65),plate0-G9,100000,0
intermediates/subsamples/plate0-G9.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-G9,250000,1
intermediates/subsamples/plate0-G9.500000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-G9,500000,1
intermediates/subsamples/plate0-G9.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-G9,1000000,1
intermediates/subsamples/plate0-G9.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G9,2500000,1
intermediates/subsamples/plate0-G9.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-G9,5000000,1
intermediates/subsamples/plate0-H10.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-H10,100000,1
intermediates/subsamples/plate0-H10.250000.0.bam,T12,1.0,Usher placements: T12(26/26),plate0-H10,250000,1
intermediates/subsamples/plate0-H10.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-H10,500000,1
intermediates/subsamples/plate0-H10.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H10,1000000,1
intermediates/subsamples/plate0-H10.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H10,2500000,1
intermediates/subsamples/plate0-H10.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H10,5000000,1
intermediates/subsamples/plate0-H11.100000.0.bam,T12,1.0,Usher placements: T12(40/40),plate0-H11,100000,1
intermediates/subsamples/plate0-H11.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-H11,250000,1
intermediates/subsamples/plate0-H11.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-H11,500000,1
intermediates/subsamples/plate0-H11.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H11,1000000,1
intermediates/subsamples/plate0-H11.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H11,2500000,1
intermediates/subsamples/plate0-H11.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H11,5000000,1
intermediates/subsamples/plate0-H1.100000.0.bam,T12,1.0,Usher placements: T12(43/43),plate0-H1,100000,1
intermediates/subsamples/plate0-H1.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-H1,250000,1
intermediates/subsamples/plate0-H1.500000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-H1,500000,1
intermediates/subsamples/plate0-H1.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-H1,1000000,1
intermediates/subsamples/plate0-H1.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H1,2500000,1
intermediates/subsamples/plate0-H1.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H1,5000000,1
intermediates/subsamples/plate0-H2.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-H2,100000,0
intermediates/subsamples/plate0-H2.250000.0.bam,UNDEFINED,0.5175113216381271,Usher placements: T12(58/92) UNDEFINED(34/92),plate0-H2,250000,0
intermediates/subsamples/plate0-H2.500000.0.bam,UNDEFINED,0.5175113216381271,Usher placements: T12(58/92) UNDEFINED(34/92),plate0-H2,500000,0
intermediates/subsamples/plate0-H2.1000000.0.bam,UNDEFINED,0.5175113216381271,Usher placements: T12(58/92) UNDEFINED(34/92),plate0-H2,1000000,0
intermediates/subsamples/plate0-H2.2500000.0.bam,UNDEFINED,0.5175113216381271,Usher placements: T12(58/92) UNDEFINED(34/92),plate0-H2,2500000,0
intermediates/subsamples/plate0-H2.5000000.0.bam,UNDEFINED,0.5175113216381271,Usher placements: T12(58/92) UNDEFINED(34/92),plate0-H2,5000000,0
intermediates/subsamples/plate0-H3.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-H3,100000,1
intermediates/subsamples/plate0-H3.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate0-H3,250000,1
intermediates/subsamples/plate0-H3.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-H3,500000,1
intermediates/subsamples/plate0-H3.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H3,1000000,1
intermediates/subsamples/plate0-H3.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H3,2500000,1
intermediates/subsamples/plate0-H3.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-H3,5000000,1
intermediates/subsamples/plate0-H4.100000.0.bam,UNDEFINED,0.5855421195842971,Usher placements: T12(58/75) UNDEFINED(17/75),plate0-H4,100000,0
intermediates/subsamples/plate0-H4.250000.0.bam,T12,1.0,Usher placements: T12(20/20),plate0-H4,250000,1
intermediates/subsamples/plate0-H4.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H4,500000,1
intermediates/subsamples/plate0-H4.1000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-H4,1000000,1
intermediates/subsamples/plate0-H4.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H4,2500000,1
intermediates/subsamples/plate0-H4.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-H4,5000000,1
intermediates/subsamples/plate0-H5.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-H5,100000,1
intermediates/subsamples/plate0-H5.250000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-H5,250000,1
intermediates/subsamples/plate0-H5.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-H5,500000,1
intermediates/subsamples/plate0-H5.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H5,1000000,1
intermediates/subsamples/plate0-H5.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H5,2500000,1
intermediates/subsamples/plate0-H5.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H5,5000000,1
intermediates/subsamples/plate0-H6.100000.0.bam,T12,1.0,Usher placements: T12(28/28),plate0-H6,100000,1
intermediates/subsamples/plate0-H6.250000.0.bam,T12,1.0,Usher placements: T12(13/13),plate0-H6,250000,1
intermediates/subsamples/plate0-H6.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-H6,500000,1
intermediates/subsamples/plate0-H6.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H6,1000000,1
intermediates/subsamples/plate0-H6.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H6,2500000,1
intermediates/subsamples/plate0-H6.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H6,5000000,1
intermediates/subsamples/plate0-H7.100000.0.bam,T12,1.0,Usher placements: T12(41/41),plate0-H7,100000,1
intermediates/subsamples/plate0-H7.250000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-H7,250000,1
intermediates/subsamples/plate0-H7.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H7,500000,1
intermediates/subsamples/plate0-H7.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H7,1000000,1
intermediates/subsamples/plate0-H7.2500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-H7,2500000,1
intermediates/subsamples/plate0-H7.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate0-H7,5000000,1
intermediates/subsamples/plate0-H8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-H8,100000,0
intermediates/subsamples/plate0-H8.250000.0.bam,UNDEFINED,0.7105875024329669,Usher placements: T12(58/65) UNDEFINED(7/65),plate0-H8,250000,0
intermediates/subsamples/plate0-H8.500000.0.bam,T12,1.0,Usher placements: T12(28/28),plate0-H8,500000,1
intermediates/subsamples/plate0-H8.1000000.0.bam,T12,1.0,Usher placements: T12(6/6),plate0-H8,1000000,1
intermediates/subsamples/plate0-H8.2500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-H8,2500000,1
intermediates/subsamples/plate0-H8.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H8,5000000,1
intermediates/subsamples/plate0-H9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate0-H9,100000,0
intermediates/subsamples/plate0-H9.250000.0.bam,T12,1.0,Usher placements: T12(42/42),plate0-H9,250000,1
intermediates/subsamples/plate0-H9.500000.0.bam,T12,1.0,Usher placements: T12(7/7),plate0-H9,500000,1
intermediates/subsamples/plate0-H9.1000000.0.bam,T12,1.0,Usher placements: T12(4/4),plate0-H9,1000000,1
intermediates/subsamples/plate0-H9.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H9,2500000,1
intermediates/subsamples/plate0-H9.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate0-H9,5000000,1
intermediates/subsamples/plate1-A10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A10,100000,0
intermediates/subsamples/plate1-A10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A10,250000,0
intermediates/subsamples/plate1-A10.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A10,500000,0
intermediates/subsamples/plate1-A10.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A10,1000000,0
intermediates/subsamples/plate1-A10.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A10,2500000,0
intermediates/subsamples/plate1-A10.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A10,5000000,0
intermediates/subsamples/plate1-A11.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A11,100000,0
intermediates/subsamples/plate1-A11.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A11,250000,0
intermediates/subsamples/plate1-A11.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A11,500000,0
intermediates/subsamples/plate1-A11.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A11,1000000,0
intermediates/subsamples/plate1-A11.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A11,2500000,0
intermediates/subsamples/plate1-A11.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A11,5000000,0
intermediates/subsamples/plate1-A12.100000.0.bam,T12,0.8285211391994125,Usher placements: T12(41/43) UNDEFINED(2/43),plate1-A12,100000,1
intermediates/subsamples/plate1-A12.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-A12,250000,1
intermediates/subsamples/plate1-A12.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-A12,500000,1
intermediates/subsamples/plate1-A12.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A12,1000000,1
intermediates/subsamples/plate1-A12.2500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-A12,2500000,1
intermediates/subsamples/plate1-A12.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-A12,5000000,1
intermediates/subsamples/plate1-A1.100000.0.bam,T12,1.0,Usher placements: T12(42/42),plate1-A1,100000,1
intermediates/subsamples/plate1-A1.250000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-A1,250000,1
intermediates/subsamples/plate1-A1.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-A1,500000,1
intermediates/subsamples/plate1-A1.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A1,1000000,1
intermediates/subsamples/plate1-A1.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A1,2500000,1
intermediates/subsamples/plate1-A1.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A1,5000000,1
intermediates/subsamples/plate1-A2.100000.0.bam,T12,1.0,Usher placements: T12(39/39),plate1-A2,100000,1
intermediates/subsamples/plate1-A2.250000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-A2,250000,1
intermediates/subsamples/plate1-A2.500000.0.bam,T12,1.0,Usher placements: T12(5/5),plate1-A2,500000,1
intermediates/subsamples/plate1-A2.1000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-A2,1000000,1
intermediates/subsamples/plate1-A2.2500000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-A2,2500000,1
intermediates/subsamples/plate1-A2.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-A2,5000000,1
intermediates/subsamples/plate1-A3.100000.0.bam,T12,1.0,Usher placements: T12(37/37),plate1-A3,100000,1
intermediates/subsamples/plate1-A3.250000.0.bam,T12,1.0,Usher placements: T12(10/10),plate1-A3,250000,1
intermediates/subsamples/plate1-A3.500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A3,500000,1
intermediates/subsamples/plate1-A3.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A3,1000000,1
intermediates/subsamples/plate1-A3.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A3,2500000,1
intermediates/subsamples/plate1-A3.5000000.0.bam,T12,1.0,Usher placements: T12(3/3),plate1-A3,5000000,1
intermediates/subsamples/plate1-A5.100000.0.bam,T12,1.0,Usher placements: T12(7/7),plate1-A5,100000,1
intermediates/subsamples/plate1-A5.250000.0.bam,T12,1.0,Usher placements: T12(9/9),plate1-A5,250000,1
intermediates/subsamples/plate1-A5.500000.0.bam,T12,1.0,Usher placements: T12(4/4),plate1-A5,500000,1
intermediates/subsamples/plate1-A5.1000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A5,1000000,1
intermediates/subsamples/plate1-A5.2500000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A5,2500000,1
intermediates/subsamples/plate1-A5.5000000.0.bam,T12,1.0,Usher placements: T12(2/2),plate1-A5,5000000,1
intermediates/subsamples/plate1-A6.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A6,100000,0
intermediates/subsamples/plate1-A6.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A6,250000,0
intermediates/subsamples/plate1-A6.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A6,500000,0
intermediates/subsamples/plate1-A6.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A6,1000000,0
intermediates/subsamples/plate1-A6.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A6,2500000,0
intermediates/subsamples/plate1-A6.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A6,5000000,0
intermediates/subsamples/plate1-A7.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A7,100000,0
intermediates/subsamples/plate1-A7.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A7,250000,0
intermediates/subsamples/plate1-A7.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A7,500000,0
intermediates/subsamples/plate1-A7.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A7,1000000,0
intermediates/subsamples/plate1-A7.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A7,2500000,0
intermediates/subsamples/plate1-A7.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A7,5000000,0
intermediates/subsamples/plate1-A8.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A8,100000,0
intermediates/subsamples/plate1-A8.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A8,250000,0
intermediates/subsamples/plate1-A8.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A8,500000,0
intermediates/subsamples/plate1-A8.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A8,1000000,0
intermediates/subsamples/plate1-A8.2500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A8,2500000,0
intermediates/subsamples/plate1-A8.5000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A8,5000000,0
intermediates/subsamples/plate1-A9.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-A9,100000,0
intermediates/subsamples/plate1-A9.250000.0.bam,T12,1.0,Usher placements: T12(30/30),plate1-A9,250000,1
intermediates/subsamples/plate1-A9.500000.0.bam,T12,1.0,Usher placements: T12(24/24),plate1-A9,500000,1
intermediates/subsamples/plate1-A9.1000000.0.bam,T12,1.0,Usher placements: T12(24/24),plate1-A9,1000000,1
intermediates/subsamples/plate1-A9.2500000.0.bam,T12,1.0,Usher placements: T12(24/24),plate1-A9,2500000,1
intermediates/subsamples/plate1-A9.5000000.0.bam,T12,1.0,Usher placements: T12(24/24),plate1-A9,5000000,1
intermediates/subsamples/plate1-B10.100000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B10,100000,0
intermediates/subsamples/plate1-B10.250000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B10,250000,0
intermediates/subsamples/plate1-B10.500000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B10,500000,0
intermediates/subsamples/plate1-B10.1000000.0.bam,UNDEFINED,0.501773944369225,Usher placements: T12(58/107) UNDEFINED(49/107),plate1-B10,1000000,0
